"";"ref_num";"access_num";"DOI";"authors";"title";"abstract";"keywords";"year";"journal";"WOS_categories";"big_taxa";"taxa";"matched_canonical";"superkingdom";"kingdom";"phylum";"subphylum";"superclass";"class";"subclass";"infraclass";"superorder";"order";"suborder";"infraorder";"superfamily";"family";"subfamily";"tribe";"genus";"species";"infraspecies"
"11";"REF0011";"WOS:000473159300008";"10.1656/045.026.0204";"Gilbert, C ; Blomberg, E";"Changes in Occupancy and Relative Abundance of a Southern Population of Spruce Grouse Based on a 25-year Resurvey";"Marginal populations are often distributed throughout fragmented landscapes and experience less optimum conditions compared to central range populations. Falcipennis canadensis (Spruce Grouse) inhabit conifer-dominated forests distributed throughout the northern US and Canada, and reach their southeastern range extent in the northeastern US, including Maine. We resurveyed 18 forest stands on Mount Desert Island, ME, that were comprised of Picea mariana (Black Spruce) and Larix laricina (Tamarack) and which were originally surveyed during 1992-1993. Our goal was to observe changes in Spruce Grouse occupancy and abundance between the 1990s and the present (2017). We conducted repeated callback surveys to detect territorial male Spruce Grouse within each stand during spring 2017, using a systematic survey design that covered the entirety of each stand and replicated methods used during the 1990s. We documented 7 individual Spruce Grouse, including 6 males and a single female. Single-season occupancy models for 2017 predicted Spruce Grouse stand occupancy of 0.226 (+/- 0.100 SE), with a survey-level detection probability for male Spruce Grouse of 0.857 (+/- 0.141 SE). Stand occupancy decreased from 8 stands in 1992-1993 to 4 in 2017, a 50% decline in the proportion of stands occupied. Further, the total number of males observed decreased from 32 (average between 1992 and 1993) to only 6 during our study, a >80% decline in apparent abundance. Our results suggest Spruce Grouse populations on Mount Desert Island have decreased and may be at risk of local extinction.";NA;2019;"NORTHEASTERN NATURALIST";"Biodiversity Conservation; Ecology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"12";"REF0012";"WOS:000466561700009";"10.1016/j.rama.2018.12.005";"Duquette, CA ; Davis, CA ; Fuhlendorf, SD ; Elmore, RD";"Northern Bobwhite (Colinus virginianus) Space Use Minimally Affected by Oil and Gas Development";"Despite the fact that the northern bobwhite (Colinus virginianus Linnaeus; hereafter, bobwhite) is one of themost well-studied and widely distributed wildlife species in North America, we know little about how bobwhite respond to oil and gas infrastructure. We investigated the impacts of oil and gas development on space use of bobwhite using a multiseason approach. We captured and monitored bob-white in the breeding season (1 April-30 September, n = 135 individuals) and nonbreeding season (1 October-31 March, n = 30 coveys) andmodeled their habitat selection in a resource-utilization function (third order, within home range selection) and resource-selection function (second order, home range selection) format. Generally, energy infrastructure effects on bobwhite were neutral, but breeding season bobwhite did select for areas near low-traffic roads (beta= -0.31 +/- 0.15 SE). In the nonbreeding season, coveys selected for areas within their homerangewith a limited viewshed (i.e., areas with limited visibility of anthropogenic structures; beta= -0.03 +/- 0.02 SE). Selection differed between sexes for well pads (t = -2.12, P= 0.04) but was otherwise similar. At the level of home range selection, bobwhite exhibited a preference for areas with a low density of oil and gas wells and a high density of low-traffic roads during both the breeding and nonbreeding seasons (breeding: beta(well) = -0.14 +/- 0.02, beta(road) = 0.26 +/- 0.27; nonbreeding: beta(well) = -0.08 +/- 0.03, beta(road) = 0.16 +/- 0.03). As a generalist species, bobwhite appear to be largely tolerant of energy infrastructure and associated disturbances at moderate levels of development but may be sensitive to high densities of oil and gas pads. (C) 2018 The Society for Range Management. Published by Elsevier Inc. All rights reserved.";"energy development; fragmentation; habitat selection; northern bobwhite; oil and gas";2019;"RANGELAND ECOLOGY & MANAGEMENT";"Ecology; Environmental Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"13";"REF0013";"WOS:000466561700010";"10.1016/j.rama.2018.12.002";"Fund, AJ ; Hulvey, KB ; Jensen, SL ; Johnson, DA ; Madsen, MD ; Monaco, TA ; Tilley, DJ ; Arora, E ; Teller, B";"Basalt Milkvetch Responses to Novel Restoration Treatments in the Great Basin";"The restoration of native forbs in the Great Basin and similar dryland ecosystems remains a great challenge for land managers. Variable soil water, precocious germination and emergence, and the presence of soil fungal pathogens often reduce plant establishment. Novel restoration treatments that increase soil water during early forb life stages, delay germination and emergence to coincide with favorable spring conditions, and reduce mortality from soil fungal pathogens may benefit native forb restoration. We compared the efficacy of three novel treatments-snow fencing, plant protection fabric, and seed coatings-to improve establishment of a forb species native to the Great Basin, basalt milkvetch (Astragalus filipes Torr. ex A. Gray). We replicated treatments plus a notreatment control at three sites in the Great Basin in a randomized complete block design over 2 yr. To evaluate the efficacy of our restoration treatments, we measured germination, seedling emergence, establishment, and second-yr survival. The effects of snow fencing and plant protection fabric varied by site and life stage and were likely influenced by thewet spring conditions across sites, particularly the two northern sites. Snow fencing increased establishment and second-yr survival at one site. Plant protection fabric did not benefit any life stage at any site. Seed coatings increased seedling emergence at all sites but did not affect establishment or survival. Overall, second-yr survival remained low across all sites and treatments. Our study indicates that our treatments can positively affect basalt milkvetchemergence, establishment, and survival, but additional management actions are needed to improve long-term restoration success of native forbs. (C) 2018 The Society for Range Management. Published by Elsevier Inc. All rights reserved.";"Astragalus filipes; plant protection fabric; revegetation; seed coating technology; snow fence";2019;"RANGELAND ECOLOGY & MANAGEMENT";"Ecology; Environmental Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"14";"REF0014";"WOS:000466561700013";"10.1016/j.rama.2018.12.007";"Landeen, ML ; Kitchen, SG ; Allphin, L ; Petersen, SL";"Nondestructive Age Estimation of Mountain Big Sagebrush (Artemisia tridentata ssp. vaseyana) Using Morphological Characteristics";"Current methods for determining plant age of shrub species require destructive sampling and annual growth ring analysis on the primary stem. Although individual plant ages can frequently be determined in this manner, the method is time consuming and of limited value for plants that have lost stem wood from stem splitting and rot. Nondestructive methods for estimating big sagebrush (Artemisia tridentata Nutt.) plant age would be useful in assessing stand age structure and population dynamics at variable spatial scales. The purpose of this study was to test a suite of traits for potential use in estimating mountain big sagebrush (Artemisia tridentata ssp. vaseyana [Rydb.] Beetle) age. We evaluated traits including plant height, crown area, subcanopy litter depth, percent crown mortality, bark furrow depth, bark fiber length, circumference and diameter of plant basal stem, and circumference of secondary and tertiary branches. We measured and harvested basal cross-sections from 163 plants of varying sizes from five locations in central and south-central Utah. Plant age was determined from annual growth rings. Linear regression analyses revealed that stem diameter (r(2) = 0.507 P < 0.0001) was the most highly correlated variable with plant age across all sites, followed by stem circumference (r(2) = 0.474 P < 0.0001), secondary branch circumference (r(2) = 0.360, P < 0.0001), tertiary branch circumference (r(2) = 0.405, P < 0.0001), and bark fiber length (r(2) = 0.373, P < 0.0001). Results support previous findings that stem girth has value for estimating mountain big sagebrush plant age and that this trait is a better indicator of age than any other tested traits. Although the relationship between stem diameter and plant age was significant, substantial stem size variability associated with plants of the same approximate age indicates that the method is most appropriate when precise age estimates are not required. This technique was developed specifically for mountain big sagebrush, but it is expected that it can be adapted for other sagebrush taxa. (C) 2019 The Society for Range Management. Published by Elsevier Inc. All rights reserved.";"dendrochronology; plant growth rate; stem diameter; woody plant age estimation";2019;"RANGELAND ECOLOGY & MANAGEMENT";"Ecology; Environmental Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"15";"REF0015";"WOS:000465479000012";"10.1007/s13762-017-1614-6";"Jangi, MN ; Noori, G ; Karami, M ; Jangi, AN";"Threatening and destructing factors associated with the habitat of francolin in Sistan region (Case study: Jazinak corridor)";"Birds as a great and valuable group of vertebrates constitute a part of the world's ecosystems. Francolin F. francolinus belongs to the poultry family, and like other members of the family, it is hunted by humans because of the beauty and tender meat, although it is a protected bird. Jazinak corridor, with an area of about 130,000 hectares, is located in the southeastern part of Zabola city in the north of Sistan and Baluchestan province. The drought crises of Sistan in recent years have transformed the environmental conditions by changing the ecological indicators, and lack of food has reduced the bird's desire to mate. The aim of this study was to examine the threatening and destructing factors associated with the habitat of francolin in Sistan region-Jazinak corridor. The research method was analytically and descriptively aided by field observations, and it was conducted using satellite images, questionnaires, and climatic parameters. The obtained results show that the drought has made a devastating strike on the population of this bird by destroying the farming, agriculture, and shrub lands which where used to be the actual environment, refuge, and the place of reproduction for it. In fact, the biggest impact of drought on francolin's population is the destruction of its habitat. Hence, the remaining population of the francolin species requires a strong support.";"Francolin F; francolinus; Ecological indicators; Satellite images; Drought";2019;"INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY";"Environmental Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"16";"REF0016";"WOS:000463155300006";"10.1002/1438-390X.1019";"Wann, GT ; Coates, PS ; Prochazka, BG ; Severson, JP ; Monroe, AP ; Aldridge, CL";"Assessing lek attendance of male greater sage-grouse using fine-resolution GPS data: Implications for population monitoring of lek mating grouse";"Counts of males displaying on breeding grounds are the primary management tool used to assess population trends in lekking grouse species. Despite the importance of male lek attendance (i.e., proportion of males on leks available for detection) influencing lek counts, patterns of within season and between season variability in attendance rates are not well understood. We used high-frequency global positioning system (GPS) telemetry data from male greater sage-grouse (Centrocercus urophasianus; n=67) over five lekking seasons (2013-2017) at eight study sites in Nevada to estimate lek attendance rates. Specifically, we recorded daily locations of sage-grouse in relation to mapped lek boundaries and used generalized additive models to assess temporal variation in attendance rates by age class (subadult vs. adult). Average timing of peak attendance occurred on 16 April but varied from March 16, 2014 to April 21 , 2016. Overall, adult males attended leks at higher rates (0.683 at peak) and earlier in the season (19 March) than subadults (0.421 at peak on April 19). Peak attendance probability was positively related to cumulative winter precipitation. Daily probabilities of lek switching differed between adults (0.019 at peak on March 3) and subadults (0.046 at peak on March 22), and lek switching was negatively related to distance to nearest lek. Our results indicate variable patterns in lek attendance through time, and that lek switching may occur at higher rates than previously thought. We demonstrate the use of generalizable daily attendance curves to date-correct lek counts and derive estimates of male abundance, although such an approach will likely require the incorporation of information on age structure to produce robust results that are useful for population monitoring.";"Centrocercus urophasianus; greater sage-grouse; lek attendance; lek count; lek switching; Nevada";2019;"POPULATION ECOLOGY";"Ecology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"17";"REF0017";"WOS:000462810100008";"10.1016/j.anireprosci.2019.02.009";"Habibi, H ; Ghahtan, N ; Brooks, DM";"Effect of sex ratio, storage time and temperature on hatching rate, fertility and embryonic mortality in Chukar partridge (Alectoris chukar)";"Chukar partridges (Alectoris chukar) are frequently reared in captivity with the aim of producing fertile eggs and chicks. The aims of the present study were to evaluate the effect of male to female sex ratio on hatching rate and fertility and to determine the optimal temperature and time for egg storage and its effect on hatching rate and embryonic mortality in Chukar partridges. Maximum hatching rate and fertility rate were affected by male:female ratios during breeding (P < 0.05). The greatest embryonic mortality rate was with eggs that were stored at 25 degrees C for 15-20 d, however, the greatest hatching rate was when eggs were stored at 10 and 15 degrees C for 5 days. Storage time of Chukar partridge eggs can be extended for as long as 5 d, but longer storage periods can negatively affect hatching rate. In conclusion, a reduction of storage temperature and duration of time of storage in combination with reducing the sex ratio of the egg producing females and males during the breeding period might improve fertility, hatching rate and fertility of Chukar partridge eggs.";"Sex ratio; Partridge; Eggs; Embryo loss";2019;"ANIMAL REPRODUCTION SCIENCE";"Agriculture, Dairy & Animal Science; Reproductive Biology; Veterinary Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"18";"REF0018";"WOS:000462495200008";"10.1016/j.ijppaw.2018.12.006";"Blanchard, KR ; Kalyanasundaram, A ; Henry, C ; Brym, MZ ; Surles, JG ; Kendall, RJ";"Predicting seasonal infection of eyeworm (Oxyspirura petrowi) and caecal worm (Aulonocephalus pennula) in northern bobwhite quail (Colinus virginianus) of the Rolling Plains Ecoregion of Texas, USA";"The northern bobwhite quail (Colinus virginianus) is a popular gamebird in the Rolling Plains Ecoregion of West Texas. However, there has been a population decline in this area over recent decades. Consistent reports indicate a high prevalence of the eyeworm (Oxyspirura petrowi) and caecal worm (Aulonocephalus pennula), which may be of major influence on the bobwhite population. While research has suggested pathological consequences and genetic relatedness to other pathologically significant parasites, little is known about the influence of climate on these parasites. In this study, we examined whether seasonal temperature and precipitation influences the intensity of these parasites in bobwhite. We also analyzed quantitative PCR results for bobwhite feces and cloacal swabs against temperature and precipitation to identify climatic impacts on parasite reproduction in this region. Multiple linear regression analyses were used for parasite intensity investigation while binary logistic regression analyses were used for parasite reproduction studies. Our analyses suggest that caecal worm intensity, caecal worm reproduction, and eyeworm reproduction are influenced by temperature and precipitation. Temperature data was collected 15, 30, and 60 days prior to the date of collection of individual bobwhite and compared to qPCR results to generate a temperature range that may influence future eyeworm reproduction. This is the first preliminary study investigating climatic influences with predictive statistics on eyeworm and caecal worm infection of northern bobwhite in the Rolling Plains.";"Bobwhite; Caecal; Climate; Eyeworm; qPCR";2019;"INTERNATIONAL JOURNAL FOR PARASITOLOGY-PARASITES AND WILDLIFE";"Ecology; Parasitology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"19";"REF0019";"WOS:000461892800014";"10.1002/jwmg.21627";"Palmer, WE ; Carroll, JP ; Sisson, DC ; Wellendorf, SD ; Terhune, TM ; Ellis-Felege, SN ; Martin, JA";"Reduction in meso-mammal nest predators improves northern bobwhite demographics";"Nest predation is the major cause of nest failure in northern bobwhites (Colinus virginianus; i.e., bobwhites). Control of mid-sized mammalian nest predators (i.e., meso-mammals) is often conducted to increase reproductive success on lands managed for bobwhites. Nest predation by meso-mammals, however, is only one part of a complex predator-prey trophic system. There is limited understanding of the effect of nest predators on bobwhite demographics, which creates uncertainty about the efficacy of nest predator control. We quantified demographic effects on bobwhite populations from reducing meso-mammals on 4 study areas managed for bobwhites in northern Florida and southwestern Georgia, USA, during 2000-2006. After 1 year of pre-treatment monitoring (2000), we reduced meso-mammal nest predator abundance through trapping over 3-year intervals, March to September, on 2 sites using a crossover design. Efficacy of trapping was demonstrated by a 43% reduction in scent station visitation rates of meso-mammals. Meso-mammal control increased all demographic metrics including a 30% increase in nesting propensity, a 10% increase in nest success, and a 43% increase in chicks produced. Despite significant regional variation in breeding season survival rates, this equated to an average 18% increase in autumn density on trapped sites. Decision-makers should weigh the tradeoffs between bobwhite population goals and costs of meso-mammal control, where those that value maximum bobwhite density and reduced annual variation should likely implement control of meso-mammals. (c) 2019 The Wildlife Society.";"Colinus virginianus; Florida; Georgia; nest; northern bobwhite; population; predation; predator control; reproduction; survival";2019;"JOURNAL OF WILDLIFE MANAGEMENT";"Ecology; Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"20";"REF0020";"WOS:000461902700007";"10.1111/ibi.12632";"Whiteside, MA ; van Horik, JO ; Langley, EJG ; Beardsworth, CE ; Capstick, LA ; Madden, JR";"Patterns of association at feeder stations for Common Pheasants released into the wild: sexual segregation by space and time";"Sexual segregation is common and can occur when sexes occupy different habitats, and/or when sexes aggregate assortatively within the same habitats. However, it is rarely studied in birds, with most previous work concentrating on differential settlement by the sexes in discrete habitats, often separated by large distances. Little attention has been paid to patterns of segregation within the same site. We reared 200 Common Pheasants Phasianus colchicus and released them onto a relatively small site of 250 ha and recorded their patterns of association and differential use of artificial feeders in space and time. Particular feeders were preferred by one sex, although we found no features of the local habitat which explained such preferences. Furthermore, we found sex differences in the use of feeders throughout the day, with females preferentially visiting them in the morning and the proportion of females visiting feeders increasing as the year progressed. Social network analyses found that in the first month after release into the wild, females did not associate strongly with other females, which was surprising as, prior to release, females have been shown to associate with other females in both semi-natural conditions and when tested in isolation. However, sexual segregation was clearly seen after 1 month of being released and became more pronounced as the year progressed. Females associated with other females from November to February, whereas males avoided other males over this same period. Sexes became less likely to associate with one another in 5 of the 6 months monitored. Such avoidance observed in males suggests that they start to form territories much sooner than previously thought. Pheasants exhibit clear patterns of fine-scale sexual segregation based on space and time, which was observed in their social preferences at feeding sites. Such detailed fine-scale segregation is rarely observed in birds.";"feeder use; habitat; spatial segregation; temporal segregation";2019;"IBIS";"Ornithology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
